ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
49293,I am a student who is learning to code,"Student, full-time",Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",6,,,,,,,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript,Bash/Shell;C;C++;Elixir;Erlang;Go;HTML/CSS;JavaScript;Ruby,PostgreSQL,PostgreSQL;SQLite,AWS;DigitalOcean;Heroku,AWS;DigitalOcean;Heroku,React.js,React.js;Ruby on Rails,,,Git,Docker;Git,IntelliJ;Visual Studio Code,RubyMine;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
49320,I am a developer by profession,"Student, full-time",Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",6,,,,,,,C#;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL,C#;Elixir;HTML/CSS;JavaScript;Kotlin;Node.js;PHP;SQL;TypeScript,MariaDB;MySQL;SQLite,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;SQLite,,,Express;jQuery;React.js,Angular.js;Express;jQuery;React.js;Svelte;Vue.js,,,Git;Unity 3D;Yarn,Deno;Docker;Git;Unity 3D;Unreal Engine;Yarn,Android Studio;NetBeans;PHPStorm;Visual Studio;Visual Studio Code;Webstorm,Android Studio;PHPStorm;Rider;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Prefer to self-describe:,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
49376,I am a student who is learning to code,"Student, full-time",Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Colleague",3,,,,,,,Bash/Shell;C;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;VBA,Bash/Shell;C#;C++;Go;HTML/CSS;JavaScript;Node.js;SQL,MariaDB;MongoDB;MySQL;Redis,MongoDB;MySQL;Redis,DigitalOcean;Heroku;Microsoft Azure,DigitalOcean;Heroku,Express;jQuery,Express;jQuery;Vue.js,,,Docker;Git,Docker;Git,Atom;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Sublime Text;Visual Studio Code,Windows Subsystem for Linux (WSL),Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
49526,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",16,5,"Developer, full-stack",20 to 99 employees,EUR European Euro,36600.0,Yearly,C#;HTML/CSS;Java;JavaScript;Scala;SQL;TypeScript,C#;HTML/CSS;JavaScript;Scala;SQL;TypeScript,MongoDB;SQLite,MongoDB;SQLite,AWS,AWS,Angular;ASP.NET Core ;jQuery,ASP.NET Core ;jQuery,.NET Core / .NET 5,.NET Core / .NET 5,Git,Git,IntelliJ;Notepad++;Rider;Visual Studio;Visual Studio Code,IntelliJ;Notepad++;Rider;Visual Studio;Visual Studio Code,MacOS,Call a coworker or friend;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,39564.0
49602,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague;Books / Physical media",12,4,"Engineer, data;Developer, back-end",20 to 99 employees,EUR European Euro,36000.0,Yearly,Kotlin;Python;Scala,Kotlin;Rust;Scala,MongoDB;PostgreSQL,Cassandra;MongoDB;PostgreSQL;Redis,Microsoft Azure,Microsoft Azure,Spring,Flask;Spring,Apache Spark;NumPy;Pandas,Apache Spark;Pandas,Docker;Git,Docker;Git,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Visit Stack Overflow,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,38915.0
49625,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time",Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Books / Physical media",6,,,,,,,Matlab;Python,Matlab;Python,SQLite,SQLite,,,,,NumPy;TensorFlow,NumPy,Git,Flow;Git;Kubernetes,Atom;IPython/Jupyter;PyCharm;RStudio,IPython/Jupyter,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
49663,"I used to be a developer by profession, but no longer am","Student, full-time",Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Books / Physical media,30,,,,,,,C;C#;Haskell;Python;SQL,Rust,MariaDB;Microsoft SQL Server;MongoDB;SQLite,,Microsoft Azure,,ASP.NET Core ,,.NET Core / .NET 5;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,,Docker;Git,,Notepad++;Visual Studio Code,,Windows Subsystem for Linux (WSL),Call a coworker or friend;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
49729,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",12,5,"Developer, front-end;Developer, full-stack",500 to 999 employees,EUR European Euro,2000.0,Monthly,C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,MongoDB,Microsoft Azure,Microsoft Azure,Angular.js;ASP.NET Core ;Express;Gatsby;React.js;Svelte,ASP.NET Core ;Express;Gatsby;React.js;Svelte,React Native,.NET Core / .NET 5;React Native,Flow;Git;Unity 3D;Yarn,Docker;Flow;Git;Yarn,Visual Studio;Visual Studio Code;Xcode,Visual Studio;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,25944.0
49748,I am a developer by profession,Employed full-time,Portugal,,,Something else,11 - 17 years,School;Friend or family member;Other (please specify):,10,8,"Developer, mobile;Developer, front-end;Developer, full-stack",500 to 999 employees,EUR European Euro,2500.0,Monthly,Bash/Shell;HTML/CSS;JavaScript;Node.js,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Node.js;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL,,AWS;Google Cloud Platform;Heroku,AWS;Google Cloud Platform;Heroku,Angular.js;Express;React.js,React.js,Cordova;React Native,React Native,Docker;Git;Yarn,Docker;Git;Kubernetes;Unity 3D;Unreal Engine;Yarn,Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,32424.0
49764,I am a developer by profession,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",3,,,,,,,C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,HTML/CSS;JavaScript;Python;Rust;TypeScript,DynamoDB,DynamoDB,AWS,AWS,React.js,React.js,NumPy,NumPy;TensorFlow,Git;Yarn,Git;Yarn,PyCharm;Visual Studio Code,PyCharm;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",No,Under 18 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,
49780,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,19,14,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;DevOps specialist",500 to 999 employees,EUR European Euro,32000.0,Yearly,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;SQL,MariaDB;Microsoft SQL Server;MySQL;SQLite,Elasticsearch;MariaDB;Microsoft SQL Server;Redis,DigitalOcean;Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery,Angular;ASP.NET Core ;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git,Docker;Git;Kubernetes;Xamarin,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,34591.0
49882,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Books / Physical media",21,13,"Developer, full-stack;Engineering manager",100 to 499 employees,EUR European Euro,2400.0,Monthly,C#;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,C#;Go;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,Microsoft SQL Server;PostgreSQL;Redis,PostgreSQL;Redis,Google Cloud Platform;Microsoft Azure,Google Cloud Platform;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ,Angular;ASP.NET;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Docker;Git;Yarn,Docker;Git;Yarn,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Vim;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,31128.0
49900,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,14,7,Data scientist or machine learning specialist,"10,000 or more employees",EUR European Euro,45000.0,Yearly,Bash/Shell;Go;Python;R;SQL,Bash/Shell;Go;Python;R,DynamoDB;MySQL;PostgreSQL,DynamoDB,AWS,AWS;Google Cloud Platform;Microsoft Azure,,,Keras;NumPy;Pandas,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Git;Terraform,Git,IntelliJ;Notepad++;PyCharm;Sublime Text;Visual Studio Code,PyCharm;Sublime Text;Visual Studio Code,Linux-based,Visit Stack Overflow;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,48644.0
49930,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Colleague",14,2,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Engineer, site reliability",500 to 999 employees,EUR European Euro,,,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript,Dart;Elixir;Go;HTML/CSS;JavaScript;Kotlin;Node.js;Rust;SQL;TypeScript,DynamoDB;Firebase;MongoDB;PostgreSQL;SQLite,Elasticsearch;Firebase;PostgreSQL;Redis;SQLite,AWS;DigitalOcean;Google Cloud Platform,AWS;Google Cloud Platform,Angular;Angular.js;Express;React.js,Express;React.js,,,Git,Git;Pulumi;Unity 3D;Unreal Engine,Visual Studio Code,Visual Studio Code,Linux-based,Call a coworker or friend;Go for a walk or other physical activity;Google it;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,,I have a concentration and/or memory disorder (e.g. ADHD);I have an anxiety disorder,Appropriate in length,Easy,
50013,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,Coding Bootcamp,2,2,"Developer, back-end",500 to 999 employees,EUR European Euro,32000.0,Yearly,Java;JavaScript;Node.js,Go;Java;Python,Firebase;MySQL,Firebase;MySQL,Google Cloud Platform,Google Cloud Platform,Spring,Spring,,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Call a coworker or friend;Google it,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,34591.0
50054,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification",14,5,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, QA or test",10 to 19 employees,EUR European Euro,1400.0,Monthly,C#;HTML/CSS;JavaScript;PHP;R;SQL,HTML/CSS;JavaScript;Node.js;PHP;SQL,Microsoft SQL Server;MySQL;Oracle,Firebase;MySQL;Oracle;PostgreSQL,AWS;Heroku,AWS;Heroku;Microsoft Azure,Angular.js;ASP.NET;jQuery;Laravel,FastAPI;jQuery;Laravel;React.js;Vue.js,,,Git;Yarn,Git;Kubernetes;Yarn,Android Studio;Eclipse;IPython/Jupyter;NetBeans;Notepad++;PHPStorm;PyCharm;RStudio;Sublime Text;Visual Studio;Visual Studio Code,IPython/Jupyter;PHPStorm;PyCharm;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,18156.0
50062,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",20,14,"Developer, full-stack",20 to 99 employees,EUR European Euro,44300.0,Yearly,Bash/Shell;Elixir;HTML/CSS;JavaScript;Node.js,Elixir;Go;JavaScript;Node.js,Firebase;MySQL;PostgreSQL,MySQL;PostgreSQL,AWS,AWS,React.js,Gatsby;React.js;Vue.js,,,Docker;Git,Docker;Git,IntelliJ;Vim;Visual Studio Code;Webstorm,Neovim;Vim;Visual Studio Code;Webstorm,MacOS,Visit Stack Overflow;Do other work and come back later;Other (please specify):,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Neutral,Yes,35-44 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,47887.0
50331,I am a developer by profession,Employed full-time,Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member",30,25,"Developer, front-end;Developer, back-end",2 to 9 employees,EUR European Euro,,Monthly,C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL,C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle,MariaDB;Microsoft SQL Server;MySQL;Oracle,AWS;Google Cloud Platform;Heroku,AWS;Google Cloud Platform;Heroku,jQuery,jQuery,,,Git,Git,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Google it;Do other work and come back later,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Neither easy nor difficult,
50412,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,19,14,"Developer, mobile;Developer, game or graphics;Developer, embedded applications or devices",10 to 19 employees,EUR European Euro,,,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin,C#;Java;Kotlin,Couchbase;Firebase;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Firebase,Google Cloud Platform;Microsoft Azure,Google Cloud Platform,,,.NET Framework;.NET Core / .NET 5;Flutter,Flutter,Git;Unity 3D;Xamarin,Git,Android Studio;Vim;Visual Studio;Visual Studio Code;Xcode,Android Studio;Vim;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,
50690,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,13,5,"Developer, back-end",10 to 19 employees,EUR European Euro,22000.0,Yearly,C;C#;C++;HTML/CSS;JavaScript;Node.js;TypeScript,HTML/CSS;JavaScript;Node.js;TypeScript,,,,,Angular.js;React.js,React.js,Qt,React Native,Git,Git;Kubernetes;Unity 3D;Unreal Engine,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Google it;Other (please specify):,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,23782.0
50775,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School;Online Forum;Online Courses or Certification;Books / Physical media,17,10,"Developer, mobile;Developer, front-end",100 to 499 employees,EUR European Euro,25000.0,Yearly,HTML/CSS;Java;Kotlin;PHP;Python;Swift,Dart;Kotlin;Python,IBM DB2;MySQL;Redis;SQLite,MySQL;Redis;SQLite,DigitalOcean,DigitalOcean,Symfony,,NumPy;Pandas,Flutter;NumPy;Pandas,Docker;Git,Docker;Git,Android Studio;IntelliJ;Visual Studio Code;Xcode,Android Studio;IntelliJ;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Play games;Visit another developer community (please name):,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,27025.0
50810,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Coding Bootcamp;School;Online Forum;Online Courses or Certification;Colleague,10,4,"Developer, front-end;Developer, full-stack;Developer, back-end",2 to 9 employees,EUR European Euro,2600.0,Monthly,Java;JavaScript;Node.js;Python;SQL,Java;JavaScript;Node.js;Python;SQL,Cassandra;DynamoDB;Elasticsearch;MongoDB;PostgreSQL,DynamoDB;Elasticsearch;MongoDB,AWS,AWS,Express;React.js,Express;React.js,,,Git,Git,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based,Call a coworker or friend;Google it;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,33732.0
50812,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification;Books / Physical media",7,2,"Developer, front-end",500 to 999 employees,EUR European Euro,1500.0,Monthly,HTML/CSS;JavaScript;PHP;TypeScript,HTML/CSS;JavaScript;TypeScript,MongoDB;MySQL;PostgreSQL,MySQL;PostgreSQL,DigitalOcean;Heroku,DigitalOcean;Heroku,Express;Gatsby;jQuery;React.js,Express;Gatsby;React.js,,,Docker;Git,Git,Visual Studio Code,Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,A few times per week,Yes,A few times per month or weekly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Neither easy nor difficult,19452.0
50906,"I used to be a developer by profession, but no longer am",Employed full-time,Portugal,,,Some college/university study without earning a degree,11 - 17 years,Friend or family member;Colleague;Books / Physical media,26,17,Other (please specify):;Educator,,,,,C#;JavaScript,C#;JavaScript;PHP,MariaDB;MongoDB;MySQL,MariaDB;MongoDB;MySQL,DigitalOcean,DigitalOcean,jQuery;Vue.js,jQuery;Vue.js,Cordova,Cordova,Git;Unity 3D,Git;Unity 3D;Unreal Engine,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Daily or almost daily,No,,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
50960,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Colleague;Books / Physical media,20,14,"Developer, back-end",500 to 999 employees,EUR European Euro,75000.0,Yearly,Go;Java,Elixir;Go;Java,MongoDB;PostgreSQL,MongoDB;PostgreSQL,AWS,AWS;Heroku,Spring,Spring,,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code;Xcode,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,81074.0
50964,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,6,3,DevOps specialist,500 to 999 employees,EUR European Euro,1800.0,Monthly,Bash/Shell;PowerShell;Python,Bash/Shell;Go;Python,Cassandra;Elasticsearch;MongoDB;MySQL,,AWS;Google Cloud Platform;Microsoft Azure,AWS;Google Cloud Platform,,,,,Ansible;Docker;Git;Kubernetes;Terraform,Ansible;Docker;Git;Kubernetes;Terraform,Vim;Visual Studio Code,Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,No,,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,23352.0
50969,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Colleague;Books / Physical media",8,7,"Developer, back-end",I don’t know,GBP	Pound sterling,,,Delphi;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript,IBM DB2;Microsoft SQL Server;MySQL;PostgreSQL,Firebase;IBM DB2;Microsoft SQL Server;PostgreSQL,,,Angular,Angular,,,Git,Git,Android Studio;Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code,IntelliJ;Notepad++;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Other (please specify):,Stack Overflow,A few times per week,Not sure/can't remember,,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,I don't know,None of the above,None of the above,Appropriate in length,Easy,
51037,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Younger than 5 years,School;Online Forum;Books / Physical media,21,17,"Developer, desktop or enterprise applications;Developer, embedded applications or devices;Engineering manager",20 to 99 employees,EUR European Euro,2000.0,Monthly,C++;HTML/CSS;Java;JavaScript,C++;HTML/CSS;Java;JavaScript;Python;Rust,MariaDB,Cassandra;MariaDB,,,,,,,Git,Git;Kubernetes;Unity 3D,Sublime Text,Sublime Text,MacOS,Visit Stack Overflow;Google it,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,25944.0
